trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29
10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000,10610000
10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500,10612500
10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000,10615000
10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500,10617500
10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000,10620000
10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500,10622500
10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000,10625000
10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500,10627500
10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000,10630000
10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500,10632500
10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000,10635000
10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500,10637500
10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000,10640000
10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500,10642500
10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000,10645000
10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500,10647500
10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000,10650000
10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500,10652500
10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000,10655000
10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500,10657500
10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000,10660000
10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500,10662500
10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000,10665000
10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500,10667500
10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000,10670000
10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500,10672500
10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000,10675000
10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500,10677500
10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000,10680000
10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500,10682500
10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000,10685000
10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500,10687500
10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000,10690000
10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500,10692500
10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000,10695000
10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500,10697500
10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000,10700000
10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500,10702500
10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000,10705000
10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500,10707500
10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000,10710000
10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500,10712500
10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000,10715000
10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500,10717500
10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000,10720000
10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500,10722500
10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000,10725000
10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500,10727500
10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000,10730000
10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500,10732500
10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000,10735000
10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500,10737500
10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000,10740000
10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500,10742500
10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000,10745000
10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500,10747500
10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000,10750000
10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500,10752500
10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000,10755000
10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500,10757500
10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000,10760000
10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500,10762500
10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000,10765000
10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500,10767500
10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000,10770000
10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500,10772500
10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000,10775000
10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500,10777500
10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000,10780000
10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500,10782500
10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000,10785000
10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500,10787500
10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000,10790000
10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500,10792500
10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000,10795000
10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500,10797500
10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000,10800000
10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500,10802500
10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000,10805000
10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500,10807500
10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000,10810000
10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500,10812500
10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000
10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500,10817500
10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000,10820000
10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500,10822500
10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000,10825000
10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500,10827500
10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000,10830000
10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500,10832500
10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000,10835000
10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500,10837500
10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000,10840000
10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500,10842500
10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000,10845000
10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500,10847500
10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000,10850000
10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500,10852500
10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000,10855000
10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500,10857500
10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000,10860000
10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500,10862500
10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000,10865000
10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500,10867500
10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000,10870000
10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500,10872500
10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000,10875000
10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500,10877500
10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000,10880000
10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500,10882500
10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000,10885000
10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500,10887500
10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000,10890000
10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500,10892500
10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000,10895000
